"tripduration","starttime","stoptime","start station id","start station name","start station latitude","start station longitude","end station id","end station name","end station latitude","end station longitude","bikeid","usertype","birth year","gender"
"812","2013-10-01 05:45:55","2013-10-01 05:59:27","325","E 19 St & 3 Ave","40.73624527","-73.98473765","388","W 26 St & 10 Ave","40.749717753","-74.002950346","19345","Subscriber","1988","2"
"248","2013-10-01 05:45:58","2013-10-01 05:50:06","379","W 31 St & 7 Ave","40.749156","-73.9916","435","W 21 St & 6 Ave","40.74173969","-73.99415556","18065","Subscriber","1977","1"
"391","2013-10-01 05:45:58","2013-10-01 05:52:29","379","W 31 St & 7 Ave","40.749156","-73.9916","475","E 16 St & Irving Pl","40.73524276","-73.98758561","15412","Subscriber","1970","1"
"1236","2013-10-01 05:46:07","2013-10-01 06:06:43","373","Willoughby Ave & Walworth St","40.69331716","-73.95381995","390","Duffield St & Willoughby St","40.69221589","-73.9842844","18756","Subscriber","1984","2"
"260","2013-10-01 05:46:10","2013-10-01 05:50:30","479","9 Ave & W 45 St","40.76019252","-73.9912551","523","W 38 St & 8 Ave","40.75466591","-73.99138152","18914","Subscriber","1970","1"
"136","2013-10-01 05:46:11","2013-10-01 05:48:27","505","6 Ave & W 33 St","40.74901271","-73.98848395","243","Fulton St & Rockwell Pl","40.687979","-73.978474","17838","Subscriber","1968","1"
"262","2013-10-01 05:46:29","2013-10-01 05:50:51","318","E 43 St & Vanderbilt Ave","40.75320159","-73.9779874","72","W 52 St & 11 Ave","40.76727216","-73.99392888","17163","Subscriber","1967","1"
"521","2013-10-01 05:46:31","2013-10-01 05:55:12","379","W 31 St & 7 Ave","40.749156","-73.9916","484","W 44 St & 5 Ave","40.75500254","-73.98014437","19229","Subscriber","1959","1"
"766","2013-10-01 05:46:34","2013-10-01 05:59:20","477","W 41 St & 8 Ave","40.75640548","-73.9900262","293","Lafayette St & E 8 St","40.73028666","-73.9907647","15854","Subscriber","1977","1"
"620","2013-10-01 05:46:38","2013-10-01 05:56:58","379","W 31 St & 7 Ave","40.749156","-73.9916","359","E 47 St & Park Ave","40.75510267","-73.97498696","17909","Subscriber","1960","2"
"606","2013-10-01 05:46:54","2013-10-01 05:57:00","529","W 42 St & 8 Ave","40.7575699","-73.99098507","352","W 56 St & 6 Ave","40.76340613","-73.97722479","19126","Subscriber","1982","1"
"1254","2013-10-01 05:46:59","2013-10-01 06:07:53","128","MacDougal St & Prince St","40.72710258","-74.00297088","501","FDR Drive & E 35 St","40.744219","-73.97121214","18637","Subscriber","1972","1"
"289","2013-10-01 05:47:01","2013-10-01 05:51:50","519","Pershing Square N","40.75188406","-73.97770164","546","E 30 St & Park Ave S","40.74444921","-73.98303529","17538","Subscriber","1950","1"
"425","2013-10-01 05:47:16","2013-10-01 05:54:21","382","University Pl & E 14 St","40.73492695","-73.99200509","168","W 18 St & 6 Ave","40.73971301","-73.99456405","15864","Subscriber","1980","1"
"416","2013-10-01 05:47:19","2013-10-01 05:54:15","410","Suffolk St & Stanton St","40.72066442","-73.98517977","229","Great Jones St","40.72743423","-73.99379025","16514","Subscriber","1989","2"
"675","2013-10-01 05:47:27","2013-10-01 05:58:42","151","Cleveland Pl & Spring St","40.7218158","-73.99720307","225","W 14 St & The High Line","40.74195138","-74.00803013","15875","Subscriber","1987","2"
"330","2013-10-01 05:47:28","2013-10-01 05:52:58","450","W 49 St & 8 Ave","40.76227205","-73.98788205","499","Broadway & W 60 St","40.76915505","-73.98191841","14614","Subscriber","1970","1"
"707","2013-10-01 05:47:44","2013-10-01 05:59:31","477","W 41 St & 8 Ave","40.75640548","-73.9900262","533","Broadway & W 39 St","40.75299641","-73.98721619","19690","Subscriber","1968","1"
"783","2013-10-01 05:47:54","2013-10-01 06:00:57","229","Great Jones St","40.72743423","-73.99379025","493","W 45 St & 6 Ave","40.7568001","-73.98291153","17786","Subscriber","1967","2"
"637","2013-10-01 05:48:01","2013-10-01 05:58:38","379","W 31 St & 7 Ave","40.749156","-73.9916","499","Broadway & W 60 St","40.76915505","-73.98191841","19638","Subscriber","1976","1"
"297","2013-10-01 05:48:16","2013-10-01 05:53:13","518","E 39 St & 2 Ave","40.74780373","-73.9734419","475","E 16 St & Irving Pl","40.73524276","-73.98758561","17078","Subscriber","1987","2"
"1029","2013-10-01 05:48:17","2013-10-01 06:05:26","494","W 26 St & 8 Ave","40.74734825","-73.99723551","511","E 14 St & Avenue B","40.72938685","-73.97772429","20179","Subscriber","1953","1"
"101","2013-10-01 05:48:22","2013-10-01 05:50:03","307","Canal St & Rutgers St","40.71427487","-73.98990025","295","Pike St & E Broadway","40.71406667","-73.99293911","14552","Subscriber","1960","1"
"543","2013-10-01 05:48:33","2013-10-01 05:57:36","519","Pershing Square N","40.75188406","-73.97770164","475","E 16 St & Irving Pl","40.73524276","-73.98758561","20113","Subscriber","1948","1"
"599","2013-10-01 05:48:41","2013-10-01 05:58:40","368","Carmine St & 6 Ave","40.73038599","-74.00214988","438","St Marks Pl & 1 Ave","40.72779126","-73.98564945","19968","Subscriber","1987","1"
"732","2013-10-01 05:48:43","2013-10-01 06:00:55","433","E 13 St & Avenue A","40.72955361","-73.98057249","223","W 13 St & 7 Ave","40.73781509","-73.99994661","15943","Subscriber","1984","2"
"442","2013-10-01 05:48:44","2013-10-01 05:56:06","477","W 41 St & 8 Ave","40.75640548","-73.9900262","510","W 51 St & 6 Ave","40.7606597","-73.98042047","15856","Subscriber","1975","1"
"1212","2013-10-01 05:48:48","2013-10-01 06:09:00","395","Bond St & Schermerhorn St","40.68807003","-73.98410637","376","John St & William St","40.70862144","-74.00722156","16785","Subscriber","1984","2"
"384","2013-10-01 05:48:53","2013-10-01 05:55:17","3002","South End Ave & Liberty St","40.711512","-74.015756","329","Greenwich St & N Moore St","40.72043411","-74.01020609","19601","Subscriber","1986","1"
"1204","2013-10-01 05:48:55","2013-10-01 06:08:59","415","Pearl St & Hanover Square","40.7047177","-74.00926027","225","W 14 St & The High Line","40.74195138","-74.00803013","18967","Subscriber","1980","1"
"281","2013-10-01 05:49:06","2013-10-01 05:53:47","268","Howard St & Centre St","40.71910537","-73.99973337","264","Maiden Ln & Pearl St","40.70706456","-74.00731853","19630","Subscriber","1970","1"
"653","2013-10-01 05:49:08","2013-10-01 06:00:01","435","W 21 St & 6 Ave","40.74173969","-73.99415556","456","E 53 St & Madison Ave","40.7597108","-73.97402311","17925","Subscriber","1977","1"
"422","2013-10-01 05:49:35","2013-10-01 05:56:37","523","W 38 St & 8 Ave","40.75466591","-73.99138152","167","E 39 St & 3 Ave","40.7489006","-73.97604882","19522","Subscriber","1988","1"
"751","2013-10-01 05:49:40","2013-10-01 06:02:11","529","W 42 St & 8 Ave","40.7575699","-73.99098507","305","E 58 St & 3 Ave","40.76095756","-73.96724467","15224","Subscriber","1960","1"
"687","2013-10-01 05:49:54","2013-10-01 06:01:21","466","W 25 St & 6 Ave","40.74395411","-73.99144871","520","W 52 St & 5 Ave","40.75992262","-73.97648516","15715","Subscriber","1970","1"
"276","2013-10-01 05:49:55","2013-10-01 05:54:31","2003","1 Ave & E 18 St","40.73416059","-73.98024289","497","E 17 St & Broadway","40.73704984","-73.99009296","19708","Subscriber","1989","1"
"204","2013-10-01 05:49:56","2013-10-01 05:53:20","482","W 15 St & 7 Ave","40.73935542","-73.99931783","435","W 21 St & 6 Ave","40.74173969","-73.99415556","18765","Subscriber","1977","2"
"241","2013-10-01 05:50:02","2013-10-01 05:54:03","492","W 33 St & 7 Ave","40.75019995","-73.99093085","472","E 32 St & Park Ave","40.7457121","-73.98194829","20249","Subscriber","1985","1"
"450","2013-10-01 05:50:11","2013-10-01 05:57:41","293","Lafayette St & E 8 St","40.73028666","-73.9907647","519","Pershing Square N","40.75188406","-73.97770164","19629","Subscriber","1957","1"
"453","2013-10-01 05:50:15","2013-10-01 05:57:48","336","Sullivan St & Washington Sq","40.73047747","-73.99906065","405","Washington St & Gansevoort St","40.739323","-74.008119","16227","Subscriber","1989","1"
"402","2013-10-01 05:50:15","2013-10-01 05:56:57","444","Broadway & W 24 St","40.7423543","-73.98915076","318","E 43 St & Vanderbilt Ave","40.75320159","-73.9779874","19715","Subscriber","1983","1"
"399","2013-10-01 05:50:36","2013-10-01 05:57:15","2021","W 45 St & 8 Ave","40.75929124","-73.98859651","522","E 51 St & Lexington Ave","40.75714758","-73.97207836","20279","Customer",\N,"0"
"412","2013-10-01 05:50:37","2013-10-01 05:57:29","432","E 7 St & Avenue A","40.72621788","-73.98379855","285","Broadway & E 14 St","40.73454567","-73.99074142","17515","Subscriber","1968","1"
"276","2013-10-01 05:50:38","2013-10-01 05:55:14","143","Clinton St & Joralemon St","40.69239502","-73.99337909","503","E 20 St & Park Ave","40.73827428","-73.98751968","18516","Subscriber","1965","1"
"796","2013-10-01 05:50:42","2013-10-01 06:03:58","349","Rivington St & Ridge St","40.71850211","-73.98329859","537","Lexington Ave & E 24 St","40.74025878","-73.98409214","20193","Subscriber","1987","2"
"391","2013-10-01 05:50:46","2013-10-01 05:57:17","317","E 6 St & Avenue B","40.72453734","-73.98185424","285","Broadway & E 14 St","40.73454567","-73.99074142","16689","Subscriber","1988","1"
"286","2013-10-01 05:50:59","2013-10-01 05:55:45","453","W 22 St & 8 Ave","40.74475148","-73.99915362","402","Broadway & E 22 St","40.7403432","-73.98955109","15123","Subscriber","1978","2"
"1828","2013-10-01 05:50:59","2013-10-01 06:21:27","384","Fulton St & Waverly Ave","40.68317813","-73.9659641","483","E 12 St & 3 Ave","40.73223272","-73.98889957","19927","Subscriber","1983","2"
"425","2013-10-01 05:51:06","2013-10-01 05:58:11","527","E 33 St & 1 Ave","40.74315566","-73.97434726","485","W 37 St & 5 Ave","40.75038009","-73.98338988","18082","Subscriber","1968","1"
"297","2013-10-01 05:51:14","2013-10-01 05:56:11","275","Washington Ave & Greene Ave","40.68650065","-73.96563307","243","Fulton St & Rockwell Pl","40.687979","-73.978474","20660","Subscriber","1984","2"
"898","2013-10-01 05:51:15","2013-10-01 06:06:13","482","W 15 St & 7 Ave","40.73935542","-73.99931783","318","E 43 St & Vanderbilt Ave","40.75320159","-73.9779874","16097","Subscriber","1979","1"
"360","2013-10-01 05:51:32","2013-10-01 05:57:32","151","Cleveland Pl & Spring St","40.7218158","-73.99720307","347","W Houston St & Hudson St","40.72873888","-74.00748842","15747","Subscriber","1990","2"
"1555","2013-10-01 05:51:35","2013-10-01 06:17:30","307","Canal St & Rutgers St","40.71427487","-73.98990025","453","W 22 St & 8 Ave","40.74475148","-73.99915362","19154","Subscriber","1984","2"
"225","2013-10-01 05:51:59","2013-10-01 05:55:44","470","W 20 St & 8 Ave","40.74345335","-74.00004031","212","W 16 St & The High Line","40.74334935","-74.00681753","15838","Subscriber","1982","2"
"418","2013-10-01 05:52:24","2013-10-01 05:59:22","2003","1 Ave & E 18 St","40.73416059","-73.98024289","472","E 32 St & Park Ave","40.7457121","-73.98194829","17886","Subscriber","1987","1"
"349","2013-10-01 05:52:25","2013-10-01 05:58:14","462","W 22 St & 10 Ave","40.74691959","-74.00451887","521","8 Ave & W 31 St","40.75044999","-73.99481051","19275","Subscriber","1983","2"
"356","2013-10-01 05:52:40","2013-10-01 05:58:36","363","West Thames St","40.70834698","-74.01713445","387","Centre St & Chambers St","40.71273266","-74.0046073","16071","Subscriber","1972","1"
"565","2013-10-01 05:52:42","2013-10-01 06:02:07","127","Barrow St & Hudson St","40.73172428","-74.00674436","2021","W 45 St & 8 Ave","40.75929124","-73.98859651","20041","Subscriber","1984","1"
"898","2013-10-01 05:53:04","2013-10-01 06:08:02","383","Greenwich Ave & Charles St","40.735238","-74.000271","72","W 52 St & 11 Ave","40.76727216","-73.99392888","14571","Subscriber","1963","1"
"571","2013-10-01 05:53:13","2013-10-01 06:02:44","505","6 Ave & W 33 St","40.74901271","-73.98848395","167","E 39 St & 3 Ave","40.7489006","-73.97604882","17762","Subscriber","1982","1"
"303","2013-10-01 05:53:21","2013-10-01 05:58:24","492","W 33 St & 7 Ave","40.75019995","-73.99093085","519","Pershing Square N","40.75188406","-73.97770164","17989","Subscriber","1970","1"
"140","2013-10-01 05:53:37","2013-10-01 05:55:57","512","W 29 St & 9 Ave","40.7500727","-73.99839279","521","8 Ave & W 31 St","40.75044999","-73.99481051","19077","Subscriber","1962","1"
"694","2013-10-01 05:53:47","2013-10-01 06:05:21","379","W 31 St & 7 Ave","40.749156","-73.9916","522","E 51 St & Lexington Ave","40.75714758","-73.97207836","19168","Subscriber","1979","1"
"550","2013-10-01 05:53:47","2013-10-01 06:02:57","433","E 13 St & Avenue A","40.72955361","-73.98057249","396","Lefferts Pl & Franklin Ave","40.680342423","-73.9557689392","15206","Subscriber","1968","2"
"502","2013-10-01 05:53:57","2013-10-01 06:02:19","379","W 31 St & 7 Ave","40.749156","-73.9916","475","E 16 St & Irving Pl","40.73524276","-73.98758561","16433","Customer",\N,"0"
"205","2013-10-01 05:53:58","2013-10-01 05:57:23","509","9 Ave & W 22 St","40.7454973","-74.00197139","463","9 Ave & W 16 St","40.74206539","-74.00443172","18135","Subscriber","1958","1"
"809","2013-10-01 05:54:19","2013-10-01 06:07:48","237","E 11 St & 2 Ave","40.73047309","-73.98672378","167","E 39 St & 3 Ave","40.7489006","-73.97604882","16420","Subscriber","1972","2"
"407","2013-10-01 05:54:23","2013-10-01 06:01:10","318","E 43 St & Vanderbilt Ave","40.75320159","-73.9779874","488","W 39 St & 9 Ave","40.75645824","-73.99372222","14834","Subscriber","1953","1"
"363","2013-10-01 05:54:35","2013-10-01 06:00:38","477","W 41 St & 8 Ave","40.75640548","-73.9900262","519","Pershing Square N","40.75188406","-73.97770164","15981","Subscriber","1974","1"
"477","2013-10-01 05:54:49","2013-10-01 06:02:46","521","8 Ave & W 31 St","40.75044999","-73.99481051","457","Broadway & W 58 St","40.76695317","-73.98169333","19022","Subscriber","1973","1"
"357","2013-10-01 05:54:49","2013-10-01 06:00:46","521","8 Ave & W 31 St","40.75044999","-73.99481051","524","W 43 St & 6 Ave","40.75527307","-73.98316936","19591","Subscriber","1962","1"
"354","2013-10-01 05:55:15","2013-10-01 06:01:09","379","W 31 St & 7 Ave","40.749156","-73.9916","223","W 13 St & 7 Ave","40.73781509","-73.99994661","19144","Subscriber","1983","1"
"332","2013-10-01 05:55:26","2013-10-01 06:00:58","318","E 43 St & Vanderbilt Ave","40.75320159","-73.9779874","173","Broadway & W 49 St","40.76064679","-73.98442659","15931","Subscriber","1972","1"
"517","2013-10-01 05:55:29","2013-10-01 06:04:06","306","Cliff St & Fulton St","40.70823502","-74.00530063","2004","6 Ave & Broome St","40.724399","-74.004704","19995","Subscriber","1980","2"
"237","2013-10-01 05:55:32","2013-10-01 05:59:29","237","E 11 St & 2 Ave","40.73047309","-73.98672378","285","Broadway & E 14 St","40.73454567","-73.99074142","16488","Subscriber","1962","1"
"469","2013-10-01 05:55:47","2013-10-01 06:03:36","318","E 43 St & Vanderbilt Ave","40.75320159","-73.9779874","468","Broadway & W 55 St","40.7652654","-73.98192338","15557","Subscriber","1975","1"
"732","2013-10-01 05:55:49","2013-10-01 06:08:01","405","Washington St & Gansevoort St","40.739323","-74.008119","327","Vesey Pl & River Terrace","40.7153379","-74.01658354","19926","Subscriber","1981","1"
"412","2013-10-01 05:55:58","2013-10-01 06:02:50","278","Concord St & Bridge St","40.69766564","-73.98476437","2000","Front St & Washington St","40.70255088","-73.98940236","15512","Subscriber","1976","1"
"1080","2013-10-01 05:56:02","2013-10-01 06:14:02","519","Pershing Square N","40.75188406","-73.97770164","401","Allen St & Rivington St","40.72019576","-73.98997825","20538","Subscriber","1957","1"
"184","2013-10-01 05:56:02","2013-10-01 05:59:06","297","E 15 St & 3 Ave","40.734232","-73.986923","461","E 20 St & 2 Ave","40.73587678","-73.98205027","18260","Subscriber","1983","1"
"834","2013-10-01 05:56:13","2013-10-01 06:10:07","448","W 37 St & 10 Ave","40.75660359","-73.9979009","499","Broadway & W 60 St","40.76915505","-73.98191841","16353","Subscriber","1986","1"
"735","2013-10-01 05:56:23","2013-10-01 06:08:38","478","11 Ave & W 41 St","40.76030096","-73.99884222","318","E 43 St & Vanderbilt Ave","40.75320159","-73.9779874","19248","Subscriber","1979","1"
"1185","2013-10-01 05:56:26","2013-10-01 06:16:11","519","Pershing Square N","40.75188406","-73.97770164","309","Murray St & West St","40.7149787","-74.013012","17136","Subscriber","1974","1"
"390","2013-10-01 05:56:29","2013-10-01 06:02:59","454","E 51 St & 1 Ave","40.75455731","-73.96592976","520","W 52 St & 5 Ave","40.75992262","-73.97648516","16585","Subscriber","1969","1"
"1402","2013-10-01 05:56:36","2013-10-01 06:19:58","514","12 Ave & W 40 St","40.76087502","-74.00277668","456","E 53 St & Madison Ave","40.7597108","-73.97402311","18272","Subscriber","1981","2"
"776","2013-10-01 05:56:55","2013-10-01 06:09:51","492","W 33 St & 7 Ave","40.75019995","-73.99093085","464","E 56 St & 3 Ave","40.75934501","-73.96759673","17125","Subscriber","1979","1"
"244","2013-10-01 05:57:07","2013-10-01 06:01:11","495","W 47 St & 10 Ave","40.76269882","-73.99301222","173","Broadway & W 49 St","40.76064679","-73.98442659","20637","Subscriber","1974","1"
"586","2013-10-01 05:57:08","2013-10-01 06:06:54","318","E 43 St & Vanderbilt Ave","40.75320159","-73.9779874","168","W 18 St & 6 Ave","40.73971301","-73.99456405","14946","Subscriber","1972","1"
"529","2013-10-01 05:57:17","2013-10-01 06:06:06","325","E 19 St & 3 Ave","40.73624527","-73.98473765","228","E 48 St & 3 Ave","40.7546011026","-73.971878855","18719","Subscriber","1979","1"
"224","2013-10-01 05:57:42","2013-10-01 06:01:26","359","E 47 St & Park Ave","40.75510267","-73.97498696","510","W 51 St & 6 Ave","40.7606597","-73.98042047","17909","Subscriber","1967","1"
"591","2013-10-01 05:57:47","2013-10-01 06:07:38","477","W 41 St & 8 Ave","40.75640548","-73.9900262","367","E 53 St & Lexington Ave","40.75828065","-73.97069431","17139","Subscriber","1971","1"
"504","2013-10-01 05:57:52","2013-10-01 06:06:16","478","11 Ave & W 41 St","40.76030096","-73.99884222","173","Broadway & W 49 St","40.76064679","-73.98442659","16868","Subscriber","1943","1"
"524","2013-10-01 05:57:53","2013-10-01 06:06:37","379","W 31 St & 7 Ave","40.749156","-73.9916","536","1 Ave & E 30 St","40.74144387","-73.97536082","14611","Subscriber","1955","1"
"272","2013-10-01 05:58:06","2013-10-01 06:02:38","2003","1 Ave & E 18 St","40.73416059","-73.98024289","497","E 17 St & Broadway","40.73704984","-73.99009296","19563","Subscriber","1976","1"
"948","2013-10-01 05:58:09","2013-10-01 06:13:57","492","W 33 St & 7 Ave","40.75019995","-73.99093085","251","Mott St & Prince St","40.72317958","-73.99480012","14958","Subscriber","1978","2"
"1027","2013-10-01 05:58:12","2013-10-01 06:15:19","462","W 22 St & 10 Ave","40.74691959","-74.00451887","327","Vesey Pl & River Terrace","40.7153379","-74.01658354","15057","Subscriber","1951","1"
"527","2013-10-01 05:58:26","2013-10-01 06:07:13","301","E 2 St & Avenue B","40.72217444","-73.98368779","375","Mercer St & Bleecker St","40.72679454","-73.99695094","14784","Subscriber","1988","2"
"481","2013-10-01 05:58:36","2013-10-01 06:06:37","480","W 53 St & 10 Ave","40.76669671","-73.99061728","499","Broadway & W 60 St","40.76915505","-73.98191841","15266","Subscriber","1971","2"
"742","2013-10-01 05:58:41","2013-10-01 06:11:03","477","W 41 St & 8 Ave","40.75640548","-73.9900262","497","E 17 St & Broadway","40.73704984","-73.99009296","15798","Subscriber","1957","1"
"315","2013-10-01 05:58:46","2013-10-01 06:04:01","490","8 Ave & W 33 St","40.751551","-73.993934","173","Broadway & W 49 St","40.76064679","-73.98442659","16838","Subscriber","1967","1"
"654","2013-10-01 05:58:51","2013-10-01 06:09:45","237","E 11 St & 2 Ave","40.73047309","-73.98672378","167","E 39 St & 3 Ave","40.7489006","-73.97604882","19102","Subscriber","1960","1"
"971","2013-10-01 05:59:11","2013-10-01 06:15:22","284","Greenwich Ave & 8 Ave","40.7390169121","-74.0026376103","496","E 16 St & 5 Ave","40.73726186","-73.99238967","20362","Subscriber","1988","2"
"675","2013-10-01 05:59:28","2013-10-01 06:10:43","326","E 11 St & 1 Ave","40.72953837","-73.98426726","167","E 39 St & 3 Ave","40.7489006","-73.97604882","20582","Subscriber","1978","2"
"722","2013-10-01 05:59:50","2013-10-01 06:11:52","271","Ashland Pl & Hanson Pl","40.68528172","-73.97805813","2000","Front St & Washington St","40.70255088","-73.98940236","18256","Subscriber","1987","1"
"207","2013-10-01 05:59:58","2013-10-01 06:03:25","164","E 47 St & 2 Ave","40.75323098","-73.97032517","367","E 53 St & Lexington Ave","40.75828065","-73.97069431","17340","Subscriber","1949","1"
"193","2013-10-01 06:00:01","2013-10-01 06:03:14","316","Fulton St & William St","40.70955958","-74.00653609","417","Barclay St & Church St","40.71291224","-74.01020234","17528","Subscriber","1985","1"
"450","2013-10-01 06:00:11","2013-10-01 06:07:41","546","E 30 St & Park Ave S","40.74444921","-73.98303529","168","W 18 St & 6 Ave","40.73971301","-73.99456405","17538","Subscriber","1950","1"
"521","2013-10-01 06:00:19","2013-10-01 06:09:00","515","W 43 St & 10 Ave","40.76009437","-73.99461843","267","Broadway & W 36 St","40.75097711","-73.98765428","16100","Subscriber","1979","2"
"497","2013-10-01 06:00:33","2013-10-01 06:08:50","238","Bank St & Washington St","40.7361967","-74.00859207","459","W 20 St & 11 Ave","40.746745","-74.007756","19169","Subscriber","1969","1"
"374","2013-10-01 06:00:40","2013-10-01 06:06:54","477","W 41 St & 8 Ave","40.75640548","-73.9900262","167","E 39 St & 3 Ave","40.7489006","-73.97604882","16131","Subscriber","1954","1"
"202","2013-10-01 06:01:15","2013-10-01 06:04:37","224","Spruce St & Nassau St","40.71146364","-74.00552427","319","Park Pl & Church St","40.71336124","-74.00937622","17247","Subscriber","1958","1"
"798","2013-10-01 06:01:31","2013-10-01 06:14:49","473","Rivington St & Chrystie St","40.72110063","-73.9919254","379","W 31 St & 7 Ave","40.749156","-73.9916","15650","Subscriber","1986","1"
"610","2013-10-01 06:01:32","2013-10-01 06:11:42","212","W 16 St & The High Line","40.74334935","-74.00681753","537","Lexington Ave & E 24 St","40.74025878","-73.98409214","19923","Subscriber","1975","1"
"307","2013-10-01 06:01:35","2013-10-01 06:06:42","502","Henry St & Grand St","40.714215","-73.981346","311","Norfolk St & Broome St","40.7172274","-73.98802084","20185","Subscriber","1950","2"
"271","2013-10-01 06:01:36","2013-10-01 06:06:07","477","W 41 St & 8 Ave","40.75640548","-73.9900262","519","Pershing Square N","40.75188406","-73.97770164","20111","Subscriber","1967","1"
"682","2013-10-01 06:01:45","2013-10-01 06:13:07","485","W 37 St & 5 Ave","40.75038009","-73.98338988","281","Grand Army Plaza & Central Park S","40.7643971","-73.97371465","20180","Subscriber","1980","1"
"241","2013-10-01 06:02:01","2013-10-01 06:06:02","152","Warren St & Church St","40.71473993","-74.00910627","329","Greenwich St & N Moore St","40.72043411","-74.01020609","18895","Subscriber","1986","1"
"494","2013-10-01 06:02:06","2013-10-01 06:10:20","540","Lexington Ave & E 26 St","40.74147286","-73.98320928","318","E 43 St & Vanderbilt Ave","40.75320159","-73.9779874","17449","Subscriber","1986","1"
"580","2013-10-01 06:02:27","2013-10-01 06:12:07","385","E 55 St & 2 Ave","40.75797322","-73.96603308","485","W 37 St & 5 Ave","40.75038009","-73.98338988","16766","Subscriber","1965","1"
"432","2013-10-01 06:02:33","2013-10-01 06:09:45","334","W 20 St & 7 Ave","40.74238787","-73.99726235","253","W 13 St & 5 Ave","40.73543934","-73.99453948","18505","Customer",\N,"0"
"375","2013-10-01 06:02:34","2013-10-01 06:08:49","528","2 Ave & E 31 St","40.74290902","-73.97706058","486","Broadway & W 29 St","40.7462009","-73.98855723","16145","Subscriber","1966","1"
"312","2013-10-01 06:02:35","2013-10-01 06:07:47","519","Pershing Square N","40.75188406","-73.97770164","526","E 33 St & 5 Ave","40.74765947","-73.98490707","19629","Subscriber","1964","1"
"976","2013-10-01 06:02:35","2013-10-01 06:18:51","492","W 33 St & 7 Ave","40.75019995","-73.99093085","456","E 53 St & Madison Ave","40.7597108","-73.97402311","19776","Subscriber","1960","2"
"74","2013-10-01 06:02:49","2013-10-01 06:04:03","295","Pike St & E Broadway","40.71406667","-73.99293911","307","Canal St & Rutgers St","40.71427487","-73.98990025","16853","Subscriber","1960","1"
"949","2013-10-01 06:03:10","2013-10-01 06:18:59","157","Henry St & Atlantic Ave","40.69089272","-73.99612349","319","Park Pl & Church St","40.71336124","-74.00937622","18727","Subscriber","1984","2"
"452","2013-10-01 06:03:11","2013-10-01 06:10:43","349","Rivington St & Ridge St","40.71850211","-73.98329859","291","Madison St & Montgomery St","40.713126","-73.984844","18458","Subscriber","1986","1"
"238","2013-10-01 06:03:28","2013-10-01 06:07:26","336","Sullivan St & Washington Sq","40.73047747","-73.99906065","519","Pershing Square N","40.75188406","-73.97770164","18760","Subscriber","1975","1"
"363","2013-10-01 06:03:28","2013-10-01 06:09:31","492","W 33 St & 7 Ave","40.75019995","-73.99093085","536","1 Ave & E 30 St","40.74144387","-73.97536082","17473","Subscriber","1983","1"
"222","2013-10-01 06:03:28","2013-10-01 06:07:10","459","W 20 St & 11 Ave","40.746745","-74.007756","334","W 20 St & 7 Ave","40.74238787","-73.99726235","18322","Subscriber","1975","1"
"768","2013-10-01 06:03:31","2013-10-01 06:16:19","476","E 31 St & 3 Ave","40.74394314","-73.97966069","173","Broadway & W 49 St","40.76064679","-73.98442659","19088","Subscriber","1968","1"
"885","2013-10-01 06:03:32","2013-10-01 06:18:17","254","W 11 St & 6 Ave","40.73532427","-73.99800419","327","Vesey Pl & River Terrace","40.7153379","-74.01658354","15358","Subscriber","1988","1"
"567","2013-10-01 06:03:34","2013-10-01 06:13:01","128","MacDougal St & Prince St","40.72710258","-74.00297088","417","Barclay St & Church St","40.71291224","-74.01020234","14839","Subscriber","1990","2"
"994","2013-10-01 06:03:48","2013-10-01 06:20:22","487","E 20 St & FDR Drive","40.73314259","-73.97573881","348","W Broadway & Spring St","40.72490985","-74.00154702","16218","Subscriber","1984","2"
"254","2013-10-01 06:03:50","2013-10-01 06:08:04","318","E 43 St & Vanderbilt Ave","40.75320159","-73.9779874","493","W 45 St & 6 Ave","40.7568001","-73.98291153","20074","Subscriber","1986","1"
"855","2013-10-01 06:03:54","2013-10-01 06:18:09","443","Bedford Ave & S 9th St","40.70853074","-73.96408963","384","Fulton St & Waverly Ave","40.68317813","-73.9659641","19488","Subscriber","1988","1"
"257","2013-10-01 06:04:08","2013-10-01 06:08:25","540","Lexington Ave & E 26 St","40.74147286","-73.98320928","529","W 42 St & 8 Ave","40.7575699","-73.99098507","16427","Subscriber","1981","2"
"974","2013-10-01 06:04:12","2013-10-01 06:20:26","312","Allen St & E Houston St","40.722055","-73.989111","456","E 53 St & Madison Ave","40.7597108","-73.97402311","14727","Subscriber","1983","1"
"695","2013-10-01 06:04:20","2013-10-01 06:15:55","453","W 22 St & 8 Ave","40.74475148","-73.99915362","173","Broadway & W 49 St","40.76064679","-73.98442659","14890","Subscriber","1973","1"
"258","2013-10-01 06:04:21","2013-10-01 06:08:39","326","E 11 St & 1 Ave","40.72953837","-73.98426726","293","Lafayette St & E 8 St","40.73028666","-73.9907647","16128","Subscriber","1962","1"
"194","2013-10-01 06:04:22","2013-10-01 06:07:36","358","Christopher St & Greenwich St","40.73291553","-74.00711384","284","Greenwich Ave & 8 Ave","40.7390169121","-74.0026376103","19692","Subscriber","1989","2"
"767","2013-10-01 06:04:38","2013-10-01 06:17:25","488","W 39 St & 9 Ave","40.75645824","-73.99372222","536","1 Ave & E 30 St","40.74144387","-73.97536082","14834","Subscriber","1958","1"
